,Utterance,Emotion,tokens,token_len
8288,What do ya say? What do ya say?,neutral,"['ya', 'say', 'ya', 'say']",4
8289,"Well, I, I like the idea of naming him after someone I love, and Joey and Chandler are great names.",neutral,"['well', 'like', 'idea', 'naming', 'someone', 'love', 'joey', 'chandler', 'great', 'name']",10
8290,"But, all right, I don’t—maybe I’ll just name him The Hulk.",neutral,"['right', 'dontmaybe', 'ill', 'name', 'hulk']",5
8291,I knew I shouldn’t have mentioned it! That’s what I wanted to name my kid!,sadness,"['knew', 'shouldnt', 'mentioned', 'thats', 'wanted', 'name', 'kid']",7
8292,"What that Rachel did to her life.... We ran into her parents at the club, they were not playing very well.",sadness,"['rachel', 'life', 'ran', 'parent', 'club', 'playing', 'well']",7
8293,I'm not gonna tell you what they spent on that wedding... but forty thousand dollars is a lot of money!,surprise,"['im', 'gon', 'na', 'tell', 'spent', 'wedding', 'forty', 'thousand', 'dollar', 'lot', 'money']",11
8294,"Well, at least she had the chance to leave a man at the altar...",joy,"['well', 'least', 'chance', 'leave', 'man', 'altar']",6
8295,What's that supposed to mean?,surprise,"['whats', 'supposed', 'mean']",3
8296,Nothing! It's an expression.,neutral,"['nothing', 'expression']",2
8297,No it's not.,neutral,[],0
8298,Don't listen to your mother.,neutral,"['dont', 'listen', 'mother']",3
8299,"You're independent, and you always have been!",neutral,"['youre', 'independent', 'always']",3
8300,"Even when you were a kid... and you were chubby, and you had no friends, you were just fine!",neutral,"['even', 'kid', 'chubby', 'friend', 'fine']",5
8301,"And you would read alone in your room, and your puzzles...",neutral,"['would', 'read', 'alone', 'room', 'puzzle']",5
8302,PBS Telethon.,neutral,"['pb', 'telethon']",2
8303,Hi Joey.,neutral,"['hi', 'joey']",2
8304,Hey Pheebs!,joy,"['hey', 'pheebs']",2
8305,I,neutral,[],0
8306,"$200? Are you sure Pheebs? I mean, after what",surprise,"['sure', 'pheebs', 'mean']",3
8307,"Oh, I'm still mad at them but I also now that they bring happiness to lots of kids who's moms didn't kill themselves, so by supporting them, I'm doing a good thing, but I'm not",anger,"['oh', 'im', 'still', 'mad', 'also', 'bring', 'happiness', 'lot', 'kid', 'who', 'mom', 'didnt', 'kill', 'supporting', 'im', 'good', 'thing', 'im']",18
8308,What kind of problem?,surprise,"['kind', 'problem']",2
8309,"Well to tell you the truth, they uh,  they had a problem with the bag!",sadness,"['well', 'tell', 'truth', 'uh', 'problem', 'bag']",6
8310,Oh my God!,surprise,"['oh', 'god']",2
8311,Y'know what? It was a stupid play anyway!,sadness,"['yknow', 'stupid', 'play', 'anyway']",4
8312,"Y'know, Joey, I think it's time to give up the bag.",sadness,"['yknow', 'joey', 'think', 'time', 'give', 'bag']",6
8313,I don't wanna give up the bag.,sadness,"['dont', 'wan', 'na', 'give', 'bag']",5
8314,I don't have to give up the bag!,anger,"['dont', 'give', 'bag']",3
8315,Do I Rach?,sadness,['rach'],1
8316,"Oh, you think I should give up the bag!",anger,"['oh', 'think', 'give', 'bag']",4
8317,"Honey wait, Joey, I’m sorry I mean as terrific as I think you are with it",neutral,"['honey', 'wait', 'joey', 'im', 'sorry', 'mean', 'terrific', 'think']",8
8318,I just don't know if the world is ready for you and your bag.,sadness,"['dont', 'know', 'world', 'ready', 'bag']",5
8319,I can't believe I'm hearing this!,sadness,"['cant', 'believe', 'im', 'hearing']",4
8320,Wait a minute!,sadness,"['wait', 'minute']",2
8321,Wait a minute!,anger,"['wait', 'minute']",2
8322,"I'm not saying that you shouldn’t have a bag, I just—it's just there are other bags that are a little less umm,  controversial.",neutral,"['im', 'saying', 'shouldnt', 'bag', 'justits', 'bag', 'little', 'less', 'umm', 'controversial']",10
8323,"Yeah umm, they're called wallets.",neutral,"['yeah', 'umm', 'theyre', 'called', 'wallet']",5
8324,I think you'll find this room more to your liking.,neutral,"['think', 'youll', 'find', 'room', 'liking']",5
8325,"Okay, great.",joy,"['okay', 'great']",2
8326,They say he's only got half a tank left.,neutral,"['say', 'he', 'got', 'half', 'tank', 'left']",6
8327,Half a tank? We still got a lot of high-speed chasing to do!,surprise,"['half', 'tank', 'still', 'got', 'lot', 'highspeed', 'chasing']",7
8328,We're switching rooms again.,anger,"['switching', 'room']",2
8329,What? Why?,surprise,[],0
8330,"This is a garden view room, and we paid for an ocean view room.",anger,"['garden', 'view', 'room', 'paid', 'ocean', 'view', 'room']",7
8331,Our last ocean view room was unacceptable to you.,joy,"['last', 'ocean', 'view', 'room', 'unacceptable']",5
8332,"Excuse me, umm, can I talk to you over here for just a second?",anger,"['excuse', 'umm', 'talk', 'second']",4
8333,Uh-huh.,neutral,['uhhuh'],1
8334,Chandler!,neutral,['chandler'],1
8335,Are you kidding me?! Joey. Joey! Joey! Joey! Joey! Joey! Joey! Joey! Joey! Joey!!,anger,"['kidding', 'joey', 'joey', 'joey', 'joey', 'joey', 'joey', 'joey', 'joey', 'joey', 'joey']",11
8336,Joey. Joey. Joey. Joey! Joey!!,anger,"['joey', 'joey', 'joey', 'joey', 'joey']",5
8337,"Oh. Oh, did-did-did I wake you?",surprise,"['oh', 'oh', 'diddiddid', 'wake']",4
8338,Hey!,joy,['hey'],1
8339,"Hey! Oh, I was just about to leave. I-I-I-I didn’t think you were coming.",surprise,"['hey', 'oh', 'leave', 'iiii', 'didnt', 'think', 'coming']",7
8340,"Oh, I wouldn’t miss this.",joy,"['oh', 'wouldnt', 'miss']",3
8341,"Well, I’m very glad you’re here.",joy,"['well', 'im', 'glad', 'youre']",4
8342,"Oh, you’re such a gentleman.  Come on! We’re going to my place!",joy,"['oh', 'youre', 'gentleman', 'come', 'going', 'place']",6
8343,Hey!,joy,['hey'],1
8344,Hey-hey.,neutral,['heyhey'],1
8345,So are guys doing okay?,neutral,"['guy', 'okay']",2
8346,"Yeah, we talked and Monica made me see that I over reacted a little bit and some things in life are more important.",neutral,"['yeah', 'talked', 'monica', 'made', 'see', 'reacted', 'little', 'bit', 'thing', 'life', 'important']",11
8347,Do you have a minute?,neutral,['minute'],1
8348,"Well yeah, sure, what’s up?",neutral,"['well', 'yeah', 'sure', 'whats']",4
8349,I got asked out twice today when I was at lunch…by guys.,neutral,"['got', 'asked', 'twice', 'today', 'lunchby', 'guy']",6
8350,Oh really?!,surprise,"['oh', 'really']",2
8351,Yeah. Did you tell someone that I was gay?,neutral,"['yeah', 'tell', 'someone', 'gay']",4
8352,"Oh, did you not want people to know that?",joy,"['oh', 'want', 'people', 'know']",4
8353,But I’m not gay. And I especially wouldn’t want you to think I was gay.,joy,"['im', 'gay', 'especially', 'wouldnt', 'want', 'think', 'gay']",7
8354,Why’s that?,neutral,['why'],1
8355,I don’t think I should say.,neutral,"['dont', 'think', 'say']",3
8356,"Ohh, you can say. Come on, I don’t want you to feel like you can’t tell me things.",neutral,"['ohh', 'say', 'come', 'dont', 'want', 'feel', 'like', 'cant', 'tell', 'thing']",10
8357,Okay.,neutral,['okay'],1
8358,‘Kay.,neutral,['kay'],1
8359,Well,neutral,['well'],1
8360,Yeah.,neutral,['yeah'],1
8361,I’d love to ask out your friend Phoebe.,neutral,"['id', 'love', 'ask', 'friend', 'phoebe']",5
8362,"Yeah, she’s gay.",neutral,"['yeah', 'shes', 'gay']",3
8363,Here you go.,neutral,['go'],1
8364,"Great! All right, so I’ll call you later.",joy,"['great', 'right', 'ill', 'call', 'later']",5
8365,Great!,joy,['great'],1
8366,Hey-Hey-Hey! Who was that?,surprise,['heyheyhey'],1
8367,That would be Casey. We’re going out tonight.,neutral,"['would', 'casey', 'going', 'tonight']",4
8368,"Goin’ out, huh? Wow! Wow!  So things didn’t work out with Kathy, huh? Bummer.",surprise,"['goin', 'huh', 'wow', 'wow', 'thing', 'didnt', 'work', 'kathy', 'huh', 'bummer']",10
8369,"No, things are fine with Kathy. I’m having a late dinner with her tonight, right after my early dinner with Casey.",neutral,"['thing', 'fine', 'kathy', 'im', 'late', 'dinner', 'tonight', 'right', 'early', 'dinner', 'casey']",11
8370,What?,surprise,[],0
8371,Yeah-yeah. And the craziest thing is that I just ate a whole pizza by myself!,anger,"['yeahyeah', 'craziest', 'thing', 'ate', 'whole', 'pizza']",6
8372,Wait! You’re going out with Kathy!,surprise,"['wait', 'youre', 'going', 'kathy']",4
8373,Yeah. Why are you getting so upset?,surprise,"['yeah', 'getting', 'upset']",3
8374,"Well, I’m upset—for you. I mean, having sex with an endless line of beautiful women must be very unfulfilling for you.",disgust,"['well', 'im', 'upsetfor', 'mean', 'sex', 'endless', 'line', 'beautiful', 'woman', 'must', 'unfulfilling']",11
8375,What is the big deal? It’s not like we’re exclusive.,sadness,"['big', 'deal', 'like', 'exclusive']",4
8376,"Look, Joey, Kathy is clearly not fulfilling your emotional needs.",anger,"['look', 'joey', 'kathy', 'clearly', 'fulfilling', 'emotional', 'need']",7
8377,"But Casey, I mean granted I only saw the back of her head, but I got this sense that she’s-she’s smart, and funny, and gets you.",neutral,"['casey', 'mean', 'granted', 'saw', 'back', 'head', 'got', 'sense', 'shesshes', 'smart', 'funny', 'get']",12
8378,You got all that from the back of her head?,surprise,"['got', 'back', 'head']",3
8379,"All right look, I think it’s time for you to settle down. Y'know? Make a choice, pick a lane.",neutral,"['right', 'look', 'think', 'time', 'settle', 'yknow', 'make', 'choice', 'pick', 'lane']",10
8380,Who’s Elaine?,neutral,"['who', 'elaine']",2
8381,Can you people not see me?!,joy,"['people', 'see']",2
8382,"So, will you talk to him?",neutral,['talk'],1
8383,I don’t know Rach.,neutral,"['dont', 'know', 'rach']",3
8384,"Oh, come on! I’ll give you ten free",anger,"['oh', 'come', 'ill', 'give', 'ten', 'free']",6
8385,One!  No ten! You said ten! You can’t take that back!,anger,"['one', 'ten', 'said', 'ten', 'cant', 'take', 'back']",7
8386,Hey!,joy,['hey'],1
8387,Hi!,joy,['hi'],1
8388,"Listen, can we watch cartoons on your television?",neutral,"['listen', 'watch', 'cartoon', 'television']",4
8389,We need a porn break.,neutral,"['need', 'porn', 'break']",3
8390,"We spent the last two hours watching In & Out & In, Again.",neutral,"['spent', 'last', 'two', 'hour', 'watching']",5
8391,"Well, so, why don’t you just turn it off?",joy,"['well', 'dont', 'turn']",3
8392,Because then we would be the guys who turned off free porn.,neutral,"['would', 'guy', 'turned', 'free', 'porn']",5
8393,"Ooh, good, you’re hear! Okay.",joy,"['ooh', 'good', 'youre', 'hear', 'okay']",5
8394,Hey!,joy,['hey'],1
8395,Hi!,joy,['hi'],1
8396,"Well, what-what ‘cha got there?",joy,"['well', 'whatwhat', 'cha', 'got']",4
8397,"Oh this, well I’m glad you asked.",joy,"['oh', 'well', 'im', 'glad', 'asked']",5
8398,"Now, don’t you hate it when you have to cut a tin can with an ordinary steak knife?",disgust,"['dont', 'hate', 'cut', 'tin', 'ordinary', 'steak', 'knife']",7
8399,Ahh!,neutral,['ahh'],1
8400,"Now, I know what you’re thinking",neutral,"['know', 'youre', 'thinking']",3
8401,Pregnant Woman Slays Four?,fear,"['pregnant', 'woman', 'slays', 'four']",4
8402,"Phoebe, they didn’t make you pay for those knives, did they?",surprise,"['phoebe', 'didnt', 'make', 'pay', 'knife']",5
8403,No!,joy,[],0
8404,"Honey, you’re not gonna make enough money to help Frank and Alice just by selling knives.",neutral,"['honey', 'youre', 'gon', 'na', 'make', 'enough', 'money', 'help', 'frank', 'alice', 'selling', 'knife']",12
8405,"No-no, I know that, but I just have to make enough money for the second part of my plan.",neutral,"['nono', 'know', 'make', 'enough', 'money', 'second', 'part', 'plan']",8
8406,What’s the second part of your plan?,neutral,"['whats', 'second', 'part', 'plan']",4
8407,Yes that’s right.,neutral,"['yes', 'thats', 'right']",3
8408,Why?,surprise,[],0
8409,"I tired attacking two women, did not work.",neutral,"['tired', 'attacking', 'two', 'woman', 'work']",5
8410,What?!,surprise,[],0
8411,"No, I mean it’s okay, I mean, they’re-they’re my friends.",neutral,"['mean', 'okay', 'mean', 'theyretheyre', 'friend']",5
8412,"In fact, I-I-I was married to one of them.",anger,"['fact', 'iii', 'married', 'one']",4
8413,"Let me get this straight man, you attacked your ex-wife?!",anger,"['let', 'get', 'straight', 'man', 'attacked', 'exwife']",6
8414,"Oh, no!",surprise,['oh'],1
8415,No-no!,surprise,['nono'],1
8416,"No, I tired!",surprise,['tired'],1
8417,But I couldn’t.,neutral,['couldnt'],1
8418,That’s why I’m here.,anger,"['thats', 'im']",2
8419,Maybe we could attack them together?,neutral,"['maybe', 'could', 'attack', 'together']",4
8420,That-that’s a no.,neutral,['thatthats'],1
8421,"What? No! No, I’m not stopping. I’m Red Ross!",sadness,"['im', 'stopping', 'im', 'red', 'ross']",5
8422,"Dude, if you go back out there, you’re gonna be Dead Ross!",anger,"['dude', 'go', 'back', 'youre', 'gon', 'na', 'dead', 'ross']",8
8423,I don’t care! I am not quitting! I insist on finishing this game!,anger,"['dont', 'care', 'quitting', 'insist', 'finishing', 'game']",6
8424,"All right, all right, if you insist on doing this, at least let me help you.",anger,"['right', 'right', 'insist', 'least', 'let', 'help']",6
8425,"No, God no! That is no place for a woman. Those guys will grab anything.",neutral,"['god', 'place', 'woman', 'guy', 'grab', 'anything']",6
8426,No. That’s not what I’m saying. I just may know a few things that might help you inflict some pain.,neutral,"['thats', 'im', 'saying', 'may', 'know', 'thing', 'might', 'help', 'inflict', 'pain']",10
8427,I like that.,joy,['like'],1
8428,"Yeah? Listen closely, Devon has got a weak ankle.",neutral,"['yeah', 'listen', 'closely', 'devon', 'got', 'weak', 'ankle']",7
8429,Huh?,neutral,['huh'],1
8430,One swift kick and he’ll back off.,neutral,"['one', 'swift', 'kick', 'hell', 'back']",5
8431,"All right, bad ankle, got it!",neutral,"['right', 'bad', 'ankle', 'got']",4
8432,"And that big bloke with the beard, he has got a trick hip.",neutral,"['big', 'bloke', 'beard', 'got', 'trick', 'hip']",6
8433,Yeah.,neutral,['yeah'],1
8434,"And uh, and David over there, I heard he doesn’t wear a cup.",neutral,"['uh', 'david', 'heard', 'doesnt', 'wear', 'cup']",6
8435,"Yeah? I can use that, trick hip, no cup, okay! Okay!",joy,"['yeah', 'use', 'trick', 'hip', 'cup', 'okay', 'okay']",7
8436,"And uh, Liam, Liam’s got bad knees. You hit him right and he’ll go down like a lamp.",neutral,"['uh', 'liam', 'liams', 'got', 'bad', 'knee', 'hit', 'right', 'hell', 'go', 'like', 'lamp']",12
8437,"But-but, Liam’s on my team.",joy,"['butbut', 'liams', 'team']",3
8438,I don’t care! You just get him!,anger,"['dont', 'care', 'get']",3
8439,"I’m gonna go get him! Okay, I am going back in!",joy,"['im', 'gon', 'na', 'go', 'get', 'okay', 'going', 'back']",8
8440,The Red Ross! Okay.,joy,"['red', 'ross', 'okay']",3
8441,Oh!  Oh by the way?,neutral,"['oh', 'oh', 'way']",3
8442,Uh-hmm.,neutral,['uhhmm'],1
8443,James Brolin?,neutral,"['james', 'brolin']",2
8444,"Oh, I know. I could only think of two names, him and Ed Begley Jr. and then I remembered he’s gay.",neutral,"['oh', 'know', 'could', 'think', 'two', 'name', 'ed', 'begley', 'jr', 'remembered', 'he', 'gay']",12
8445,Ed Begley Jr. is not gay.,neutral,"['ed', 'begley', 'jr', 'gay']",4
8446,Really?!,surprise,['really'],1
8447,Hello?,neutral,['hello'],1
8448,"Hello, is Ross there?",neutral,"['hello', 'ross']",2
8449,"Uh no, he’s not. Can I take a message?",neutral,"['uh', 'he', 'take', 'message']",4
8450,"Yes, this Russell, Ross’s divorce lawyer, just tell him that since I haven’t heard from him, I assume he’s decided to give the marriage a try.",neutral,"['yes', 'russell', 'ross', 'divorce', 'lawyer', 'tell', 'since', 'havent', 'heard', 'assume', 'he', 'decided', 'give', 'marriage', 'try']",15
8451,Ross got married again—Nooooooo!!!!!!!!!,surprise,"['ross', 'got', 'married', 'againnooooooo']",4
8452,"Oh-oh! Okay, she’s kicking!",joy,"['ohoh', 'okay', 'shes', 'kicking']",4
8453,Oh!  She’s growing inside you.,neutral,"['oh', 'shes', 'growing', 'inside']",4
8454,Whoa!!,surprise,['whoa'],1
8455,Oh!,surprise,['oh'],1
8456,Wow that was a big one.,surprise,"['wow', 'big', 'one']",3
8457,I think that’s the youngest girl ever to reject me.,joy,"['think', 'thats', 'youngest', 'girl', 'ever', 'reject']",6
8458,Oh hey you guys!,joy,"['oh', 'hey', 'guy']",3
8459,"Sure, I can hang out ‘til I have to meet ya.  What uh—How come you’re not going?",neutral,"['sure', 'hang', 'til', 'meet', 'ya', 'uhhow', 'come', 'youre', 'going']",9
8460,I have a job interview I have to get ready for.,neutral,"['job', 'interview', 'get', 'ready']",4
8461,I thought you already have a job.,neutral,"['thought', 'already', 'job']",3
8462,And people say you don’t pay attention.,neutral,"['people', 'say', 'dont', 'pay', 'attention']",5
8463,"No, this is a much better job.",neutral,"['much', 'better', 'job']",3
8464,It’s vice-president of a company that does data reconfiguration and statistical factoring for other companies.,neutral,"['vicepresident', 'company', 'data', 'reconfiguration', 'statistical', 'factoring', 'company']",7
8465,Wow! How do you know how to do that?!,surprise,"['wow', 'know']",2
8466,That’s what I do now.,neutral,['thats'],1
8467,"Hey Joey, come taste this.",neutral,"['hey', 'joey', 'come', 'taste']",4
8468,What is it?,neutral,[],0
8469,Remember that guy that gave me a bad review? Well…  I’m getting my revenge!,anger,"['remember', 'guy', 'gave', 'bad', 'review', 'well', 'im', 'getting', 'revenge']",9
8470,You cooked him?,surprise,['cooked'],1
8471,No.,neutral,[],0
8472,"He teaches a course on food criticism at the New School, so before we go to the movies I wanna go by there and make him try my bouillabaisse again.",neutral,"['teach', 'course', 'food', 'criticism', 'new', 'school', 'go', 'movie', 'wan', 'na', 'go', 'make', 'try', 'bouillabaisse']",14
8473,"Oh, I cannot wait to read the front page of the Post tomorrow!",joy,"['oh', 'wait', 'read', 'front', 'page', 'post', 'tomorrow']",7
8474,"""Restaurant reviewer admits: I was wrong about Monica.""",joy,"['restaurant', 'reviewer', 'admits', 'wrong', 'monica']",5
8475,"The front page? You really do live in your own little world, don’t ya?",sadness,"['front', 'page', 'really', 'live', 'little', 'world', 'dont', 'ya']",8
8476,"So, did you uh, find anyone to marry you guys yet?",neutral,"['uh', 'find', 'anyone', 'marry', 'guy', 'yet']",6
8477,"No, but Horny for Monica Minister called, wanting to know if we were still together.",disgust,"['horny', 'monica', 'minister', 'called', 'wanting', 'know', 'still', 'together']",8
8478,We’re never gonna find anybody.,sadness,"['never', 'gon', 'na', 'find', 'anybody']",5
8479,Well then let me do it!,joy,"['well', 'let']",2
8480,Joe,joy,['joe'],1
8481,No-no-no!,neutral,['nonono'],1
8482,"Look, I’ve been thinking about it.",neutral,"['look', 'ive', 'thinking']",3
8483,I’m an actor right?,neutral,"['im', 'actor', 'right']",3
8484,So I won’t get nervous talking in front of people.,neutral,"['wont', 'get', 'nervous', 'talking', 'front', 'people']",6
8485,"I won’t spit, and I won’t stare at Monica’s breasts!",anger,"['wont', 'spit', 'wont', 'stare', 'monicas', 'breast']",6
8486,Everyone knows I’m an ass man!,joy,"['everyone', 'know', 'im', 'as', 'man']",5
8487,That is true.,neutral,['true'],1
8488,"Yeah and the most important thing is that it won’t be some like, stranger up there who barely knows you.",joy,"['yeah', 'important', 'thing', 'wont', 'like', 'stranger', 'barely', 'know']",8
8489,It’ll be me!,joy,['itll'],1
8490,And I swear I’ll do a really good job.,joy,"['swear', 'ill', 'really', 'good', 'job']",5
8491,"Plus, y’know I love you guys and-and it would really mean a lot to me.",joy,"['plus', 'yknow', 'love', 'guy', 'andand', 'would', 'really', 'mean', 'lot']",9
8492,It might be kinda cool.,joy,"['might', 'kinda', 'cool']",3
8493,So I can do it?,joy,[],0
8494,Ah-ha! Too cocky!,joy,"['ahha', 'cocky']",2
8495,I still can’t believe they took away my key. You trust me with yours.,fear,"['still', 'cant', 'believe', 'took', 'away', 'key', 'trust']",7
8496,Of course I do! And I’m gonna give it back to you as soon as they’re done with it at the key shining place.,neutral,"['course', 'im', 'gon', 'na', 'give', 'back', 'soon', 'theyre', 'done', 'key', 'shining', 'place']",12
8497,What the hell is that?,anger,['hell'],1
8498,"Whoa! Whoa! Whoa! Treeger, what are you doing?",surprise,"['whoa', 'whoa', 'whoa', 'treeger']",4
8499,You said there was a gas leak in here.,neutral,"['said', 'gas', 'leak']",3
8500,Well why don’t you use your key?,neutral,"['well', 'dont', 'use', 'key']",4
8501,"Because by the time I find it on this thing , the whole place might have exploded.",neutral,"['time', 'find', 'thing', 'whole', 'place', 'might', 'exploded']",7
8502,"If that happens at another building that I manage, people are gonna start asking questions.",neutral,"['happens', 'another', 'building', 'manage', 'people', 'gon', 'na', 'start', 'asking', 'question']",10
8503,Come on!,anger,['come'],1
8504,Hurry up.,sadness,['hurry'],1
8505,Oh! We could have done that.,neutral,"['oh', 'could', 'done']",3
8506,"Luckily, the guy she settled for can’t hear what you’re talking about.",neutral,"['luckily', 'guy', 'settled', 'cant', 'hear', 'youre', 'talking']",7
8507,"Oh, I’m so sorry.",sadness,"['oh', 'im', 'sorry']",3
8508,"Um, and maybe I’m wrong!",sadness,"['um', 'maybe', 'im', 'wrong']",4
8509,"I but—y’know I’m gonna go out with him again, I’ll find out more.",neutral,"['butyknow', 'im', 'gon', 'na', 'go', 'ill', 'find']",7
8510,You believe that this guy is destined for someone else and you’re still gonna date him?,surprise,"['believe', 'guy', 'destined', 'someone', 'else', 'youre', 'still', 'gon', 'na', 'date']",10
8511,"Well, he may not be my soul mate, but a girl’s gotta eat.",neutral,"['well', 'may', 'soul', 'mate', 'girl', 'got', 'ta', 'eat']",8
8512,"Oh, but it’s made her so happy.",anger,"['oh', 'made', 'happy']",3
8513,Little girl misses her cat.,neutral,"['little', 'girl', 'miss', 'cat']",4
8514,Crazy lady thinks her mother is in a cat.,sadness,"['crazy', 'lady', 'think', 'mother', 'cat']",5
8515,"Okay, y'know what, I have to go have dinner with my son, can I trust that when you see Phoebe, you will tell her.",neutral,"['okay', 'yknow', 'go', 'dinner', 'son', 'trust', 'see', 'phoebe', 'tell']",9
8516,Yeah.,neutral,['yeah'],1
8517,Thank you.,neutral,['thank'],1
8518,I,neutral,[],0
8519,"He is right, isn’t he?",joy,"['right', 'isnt']",2
8520,"Y'know what, I think this might be one of the times he’s wrong.",neutral,"['yknow', 'think', 'might', 'one', 'time', 'he', 'wrong']",7
8521,You think?,surprise,['think'],1
8522,"Oh-no, he’s right.",neutral,"['ohno', 'he', 'right']",3
8523,Seven hundred bucks!,joy,"['seven', 'hundred', 'buck']",3
8524,"Alright, you did it! Do we have any fruit?",joy,"['alright', 'fruit']",2
8525,"Man, hell of a two weeks, huh? Y'know what, though? I really feel like I learned something.",joy,"['man', 'hell', 'two', 'week', 'huh', 'yknow', 'though', 'really', 'feel', 'like', 'learned', 'something']",12
8526,"Really? So, you're gonna stick with this 'it's all for her' thing?",neutral,"['really', 'youre', 'gon', 'na', 'stick', 'thing']",6
8527,"What, are you crazy? When a blind man gets his sight back, does he walk around like this?",disgust,"['crazy', 'blind', 'man', 'get', 'sight', 'back', 'walk', 'around', 'like']",9
8528,Oh.,neutral,['oh'],1
8529,Y'know those are a delicacy in India.,neutral,"['yknow', 'delicacy', 'india']",3
8530,Me too.,neutral,[],0
8531,"Although this city is my home, so.",neutral,"['although', 'city', 'home']",3
8532,"So that’s dumb what I said, don’t tell him I said that.",neutral,"['thats', 'dumb', 'said', 'dont', 'tell', 'said']",6
8533,"Umm, you make something up.",neutral,"['umm', 'make', 'something']",3
8534,"Nice,  thank you.",joy,"['nice', 'thank']",2
8535,This is me.,neutral,[],0
8536,Here.,neutral,[],0
8537,Your eyes are very pretty.,joy,"['eye', 'pretty']",2
8538,"Thank you, very much! Oh!  Thank you!",joy,"['thank', 'much', 'oh', 'thank']",4
8539,He would like to kiss you.,neutral,"['would', 'like', 'kiss']",3
8540,"Okay, y'know what, you don’t have to do that now.",neutral,"['okay', 'yknow', 'dont']",3
8541,No-no-no-no!!,joy,['nononono'],1
8542,"Not him, you don’t!",surprise,['dont'],1
8543,Well the moment’s over.,neutral,"['well', 'moment']",2
8544,Oh.,neutral,['oh'],1
8545,Oy!,neutral,['oy'],1
8546,"Hey! Hold on a minute, hold on a second. Do you think these pearls are nice?",anger,"['hey', 'hold', 'minute', 'hold', 'second', 'think', 'pearl', 'nice']",8
8547,I’d really prefer a mountain bike.,neutral,"['id', 'really', 'prefer', 'mountain', 'bike']",5
8548,"Janice’s birthday is coming up, I want to get her something speacial. Come in here with me.",neutral,"['janices', 'birthday', 'coming', 'want', 'get', 'something', 'speacial', 'come']",8
8549,"Whoa, whoa, whoa, wait, whoa.",surprise,"['whoa', 'whoa', 'whoa', 'wait', 'whoa']",5
8550,"Do you ah, want to get her something speacial, get her flowers, get her candy, get her gum, girls love gum.",anger,"['ah', 'want', 'get', 'something', 'speacial', 'get', 'flower', 'get', 'candy', 'get', 'gum', 'girl', 'love', 'gum']",14
8551,"That’s a good idea, ‘Dear Janice have a Hubba-Bubba birthday’. I would like to get her something serious.",disgust,"['thats', 'good', 'idea', 'dear', 'janice', 'hubbabubba', 'birthday', 'would', 'like', 'get', 'something', 'serious']",12
8552,"Oh, you want something serious.",neutral,"['oh', 'want', 'something', 'serious']",4
8553,"Y'know what you should do, you should get her one of those um, barium enemas.",neutral,"['yknow', 'get', 'one', 'um', 'barium', 'enema']",6
8554,Those are dead serious.,neutral,"['dead', 'serious']",2
8555,"All right. Look, I’m gonna go in here, and you don’t buy me anything ever.",anger,"['right', 'look', 'im', 'gon', 'na', 'go', 'dont', 'buy', 'anything', 'ever']",10
8556,"No, no, you can’t, you can’t, okay, you can’t, you can’t buy her pearls, you just can’t, you can’t, you can’t.",fear,"['cant', 'cant', 'okay', 'cant', 'cant', 'buy', 'pearl', 'cant', 'cant', 'cant']",10
8557,Why not?!,surprise,[],0
8558,"Oh God. Uh, okay, here’s the thing, this is the thing, okay, the thing is...",neutral,"['oh', 'god', 'uh', 'okay', 'here', 'thing', 'thing', 'okay', 'thing']",9
8559,What is the thing?,sadness,['thing'],1
8560,"Okay. I went down to the ‘Mattress King’ showroom and, and I saw Janice, kissing her ex-husband.",sadness,"['okay', 'went', 'mattress', 'king', 'showroom', 'saw', 'janice', 'kissing', 'exhusband']",9
8561,What?,surprise,[],0
8562,They were in his office.,neutral,['office'],1
8563,"Well she, she wouldn’t do that, she’s with, she’s with me.",sadness,"['well', 'wouldnt', 'shes', 'shes']",4
8564,I’m telling you it’s like watching Bambi learn how to walk.,anger,"['im', 'telling', 'like', 'watching', 'bambi', 'learn', 'walk']",7
8565,You’re drunk! Mom and dad are gonna be maaaaadd! Maybe I’m a little drunk.,surprise,"['youre', 'drunk', 'mom', 'dad', 'gon', 'na', 'maaaaadd', 'maybe', 'im', 'little', 'drunk']",11
8566,Hey! Are those crab cakes?  Did I not tell ya to come straight to me when more crab cakes were ready?,joy,"['hey', 'crab', 'cake', 'tell', 'ya', 'come', 'straight', 'crab', 'cake', 'ready']",10
8567,How are you feeling?,neutral,['feeling'],1
8568,You are,neutral,[],0
8569,I really wish that you wouldn’t.,anger,"['really', 'wish', 'wouldnt']",3
8570,"Now all you have to do is just get through a little bit more, okay?",neutral,"['get', 'little', 'bit', 'okay']",4
8571,"Then we can put you in bed, okay?",neutral,"['put', 'bed', 'okay']",3
8572,Just smile and don’t talk to,neutral,"['smile', 'dont', 'talk']",3
8573,Speech! Speech! Let’s hear from the birthday girl! Huh?,joy,"['speech', 'speech', 'let', 'hear', 'birthday', 'girl', 'huh']",7
8574,Pheebs!!,joy,['pheebs'],1
8575,Don’t you see? Everyone’s looking at me! The plan’s working! I didn’t even have to take off my top yet!,joy,"['dont', 'see', 'everyones', 'looking', 'plan', 'working', 'didnt', 'even', 'take', 'top', 'yet']",11
8576,Speech! Come on Monica!,joy,"['speech', 'come', 'monica']",3
